title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,answer
.다음 student 테이블을 이용하여 아래의 SQL을 수행하였을 때 실행 결과는?,https://cbt.youngjin.com/upload/sqld/20230828_084538.png,, 0, 1, 2, 3,"정답 : SELECT문을 보면 department로 GROUP BY한다. 그리면 총 3개의 그룹이 만들어진다. computer, physics, math이다. 3개의 그룹 중에서 개수가 2개 초과인 것을 조회하기 위해서 “HAVING count(*) > 2”문을 사용했다. 따라서 2개 초과인 것은 math이고 math는 총 3개가 있으므로 3이 된다."
.다음의 PREV_SAL은 어떤 윈도우 함수를 사용해야 하는가?,https://cbt.youngjin.com/upload/sqld/130.png,, LEAD, LAG, NTILE, LAST_VALUE,정답 : LAG() 윈도우 함수는 이전 행의 몇 번째 행 값을 가지고 올 수 있다.
.윈도우 함수 중에서 윈도우에서 제일 먼저 나오는 것을 0으로 하고 제일 늦게 나오는 것을 1로 해서 행 순서별 백분율을 구하는 것은?,,, FIRST_VALUE, LAST_VALUE, PERCENT_RANK, CUME_DIST,정답 : 위의 문제는 PERCENT_RANK()라는 윈도우 함수에 대한 것이다.
.다음은 Order by에 대한 설명이다. 올바르지 않은 것은?,,, 기본적으로 정렬순서는 오름차순으로 정렬되지만 DESC를 사용하면 내림차순으로 정렬한다., 오름차순으로 숫자형 데이터 타입을 정렬하면 가장 작은 값부터 출력된다., SQL Server에서 오름차순으로 정렬하면 NULL 값이 가장 먼저 나온다., 날짜형 데이터 타입을 오름차순으로 정렬하면 날짜 값이 가장 늦은 날짜가 먼저 출력된다.,정답 : 날짜형 데이터를 오름차순으로 출력하며 다음과 같다. 날짜형 데이터를 출력하기 위해서 sysdate를 사용하고 어제 날짜를 구하기 위해서 sysdate-1을 한다. 이것을 Union all로 합집합을 만든 다음에 Order by로 정렬을 한다.
.다음 서브쿼리에 대한 설명 중 틀린 것을 고르시오.,,, 상호연관 서브쿼리는 처리 속도가 가장 빠르기 때문에 최대한 활용하는 것이 좋다., TOP-N 서브쿼리는 INLINE VIEW의 정렬된 데이터를 ROWNUM을 이용해 결과 행 수를 제한하거나 TOP (N) 조건을 사용하는 서브쿼리이다.," INLINE VIEW는 FROM절에 사용되는 서브쿼리로서 실질적인 OBJECT는 아니지만, SQL 문장에서 마치 VIEW나 테이블처럼 사용되는 서브쿼리이다."," 다중행 연산자는 IN, ANY, ALL이 있으며 서브쿼리의 결과로 하나 이상의 데이터가 RETURN되는 서브쿼리이다.",정답 : 상호 연관 서브쿼리는 서브쿼리가 메인쿼리의 행 수 만큼 실행되는 쿼리로서 실행 속도가 상대적으로 떨어지는 SQL 문장이다. 그러나 복잡한 일반 배치 프로그램을 대체할 수 있기 때문에 조건에 맞는다면 적극적인 검토가 필요하다.
.Sort Merge 방식의 조인이 Nested Loop 방식 조인보다 효율적으로 판단되는 것을 고르시오.,,, 기본키와 외래키 관계에서 외래키에 인덱스가 없을 때, 사용자가 발주한 주문에 대해서 체결 정보 한 건을 확인할 때, 병렬로 테이블을 읽고 SORT_AREA_SIZE가 작은 경우, Random Access가 자주 발생하지 않을 때,정답 : Sort Merge 방식의 조인은 두 개의 테이블을 Sort 한 후에 Merge를 한다. Merge가 완료되면 한 번의 Full Scan으로 데이터를 검색한다. 따라서 기본키와 외래키 관계에서 외래키에 인덱스가 없을 때 옵티마이저가 Sort Merge 방식의 조인으로 동작하게 한다.
.다음의 설명으로 올바른 것은?,,, Hash Join, Inner Join, Nested Loop Join, Sort Merge,정답 : Sort Merge 조인(Join)은 테이블을 정렬(Sort)한 후에 정렬된 테이블을 병합(Merge)하면서 조인을 실행한다.
".릴레이션 Emp, Dept가 다음과 같이 정의되어 있다. 부서에 사원이 한 명도 없는 부서(deptno)를 검색하는 질의를 작성했을 때, 가장 거리가 먼 것은? (단, Emp의 deptno는 Dept의 deptno를 참조하는 외래키이다)",,, SELECT deptno FROM Dept WHERE deptno NOT IN (SELECT deptno FROM Emp);, SELECT deptno FROM Dept a WHERE NOT EXISTS(SELECT * FROM Emp b WHERE a.deptno =b.deptno);, SELECT b.deptno FROM Emp a RIGHT OUTER JOIN Dept b ON a.deptno = b.deptno WHERE empno IS NULL;, SELECT deptno FROM Dept WHERE deptno < > ANY (SELECT deptno FROM Emp);,정답 :
.다음 중 분산 데이터베이스의 특징으로 가장 부적절한 것은?,,," 지역 자치성, 점증적 시스템 용량 확장", 빠른 응답 속도와 통신 비용 절감, 오류의 잠재성 증대, 처리 비용의 감소,정답 : 분산 데이터베이스는 네트워크에 떨어져 있는 데이터베이스를 구축하고 관리해야 하기 때문에 처리비용이 증가한다.
".엔터티 간 1:1, 1:M과 같이 관계의 기수성을 나타내는 것을 무엇이라 하는가?",,, 관계 차수(Relationship Degree/Cardinality), 관계명(Relationship Membership), 관계선택성(Relationship Optionality), 관계정의(Relationship Definition),"정답 : 엔터티 간 1:1, 1:M 등과 같이 관계참여 인스턴스의 수를 지칭하는 것은 관계 차수이다."
.다음 주어진 그룹 함수와 동일한 결괏값을 반환하는 그룹 함수를 고르시오.,,," GROUP BY ROLLUP(DEPTNO, JOB);"," GROUP BY (DEPTNO, JOB, (DEPTNO, JOB), ());"," GROUP BY DEPTNO UNION ALL GROUP BY JOB UNION ALL GROUP BY (DEPTNO, JOB);"," GROUP BY GROUPING SETS (DEPTNO, JOB, (DEPTNO, JOB), ());",정답 : 그룹 함수 중 CUBE는 CUBE 함수에 제시된 칼럼에 대해서 결합 가능한 모든 집계를 계산한다.
.Case문에서 ELSE를 생략하면 어떤 현상이 발생되는가?,,, ELSE를 생략하고 작성하면 실행 시 ELSE 조건이 참이 되며 오류가 발생한다., ELSE 조건이 만족하게 되면 공집합이 리턴 된다., ELSE 조건을 만족하게 되면 무시된다., ELSE 조건이 만족하게 되면 NULL이 된다.,"정답 : CASE문은 IF~THEN~ELSE를 구현할 수 있는 SQL문이다. 즉, 어떤 조건이 참이면 A를 실행하고 그렇지 않으면 B를 실행하라는 것이다. CASE문에서 ELSE 조건을 생략하면 NULL이 되돌려진다."
.데이터 모델링의 세 가지 중요개념에 속하지 않는 것은?,,, 업무가 관여하는 어떤 것(Things), 업무가 관여하는 어떤 것의 성격(Attributes), 업무가 관여하는 어떤 것의 행위(Events), 업무가 관여하는 어떤 것의 관계(Relationships),"정답 : 업무가 관여하는 어떤 것(Things), 업무가 관여하는 어떤 것의 성격(Attributes), 업무가 관여하는 어떤 것의 관계(Relationships)로 구분이 된다."
".부서와 사원 테이블을 생성하는 SQL 문장을 수행한 후 튜플 삽입으로 두 테이블의 상태가 다음과 같을 때, 테이블 연산 수행에 대한 설명으로 올바르지 않은 것은?",https://cbt.youngjin.com/upload/sqld/132.png,," 부서 테이블에서 (2, ‘영업부’) 튜플을 삭제한다면 참조 무결성 제약조건을 위배한다."," 사원 테이블에 (13, ‘강감찬’, ‘A1’) 튜플을 삽입한다면 도메인 무결성 제약조건을 위배한다."," 사원 테이블에 (14, ‘김유신’, 0) 튜플을 삽입한다면 참조 무결성 제약조건을 위배한다."," 부서 테이블에 (1, ‘연구부’) 튜플을 삽입한다면 참조 무결성 제약조건을 위배한다.","정답 : 부서 테이블은 마스터 테이블이므로 사원 테이블에 없는 부서번호 등을 자유롭게 입력할 수 있다. 따라서 부서 테이블에 (1, ‘연구부’)을 입력하는 것은 참조 무결성 위배가 아니다."
.다음 중 옳지 않은 것은?,,, Length(‘YOUNGJIN’) = 9, CASE 문은 If - Then - Else를 구현 할 수 있다., (날짜1 - 날짜2)의 결과는 일수가 나온다., COUNT(표현식)은 표현식의 값이 NULL 값인 것을 제외한 행 수를 출력한다.,정답 : 9가 아닌 8이다.
.관계를 정의할 때 주요하게 체크해야 하는 사항과 거리가 먼 것은?,,, 두 개의 엔터티 사이에 관심 있는 연관규칙이 존재하는가?," 업무기술서, 장표에 관계연결을 가능하게 하는 명사(Noun)가 있는가?"," 업무기술서, 장표에 관계연결 규칙이 서술되어 있는가?", 두 개의 엔터티 사이에 정보의 조합이 발생되는가?,"정답 : 관계를 정의할 때 주요하게 체크해야 하는 사항은 업무기술서, 장표에 관계연결을 가능하게 하는 동사(Verb)가 있는가이다."
다음 student 테이블을 이용하여 아래의 SQL을 수행하였을 때 실행 결과는?,https://cbt.youngjin.com/upload/sqld/20230828_084538.png,,0,1,2,3,"정답 : SELECT문을 보면 department로 GROUP BY한다. 그리면 총 3개의 그룹이 만들어진다. computer, physics, math이다. 3개의 그룹 중에서 개수가 2개 초과인 것을 조회하기 위해서 “HAVING count(*) > 2”문을 사용했다. 따라서 2개 초과인 것은 math이고 math는 총 3개가 있으므로 3이 된다."
다음 중 인덱스 튜닝에 대해 잘못 설명하고 있는 것은?,,,"인덱스를 경유한 테이블의 Random 액세스 부하가 심할 때, 클러스터 테이블이나 IOT를 활용하는 방안을 고려할 수 있다.",인덱스를 경유한 테이블 액세스 횟수가 같더라도 인덱스 구성에 따라 스캔 효율이 달라진다. 따라서 인덱스 스캔 효율을 높이기 위해 인덱스 칼럼 순서를 바꿔야 할 때가 종종 있다.,조건절이 Where deptno = 10 and ename = ‘SCOTT’일 때 인덱스를 [deptno + ename] 순으로 구성하나 [ename + deptno] 순으로 구성하나 인덱스 스캔 효율에 차이가 없다.,인덱스 튜닝의 핵심 요소 중 하나는 불필요한 테이블 Random 액세스가 발생하지 않도록 하는 데에 있다. 이를 위해 인덱스 칼럼 순서를 바꿔주는 것도 큰 효과가 있다.,정답 : 인덱스 칼럼 순서를 아무리 바꾸어도 테이블 Random 액세스 횟수는 줄지 않는다.
Subquery의 종류 중에서 Subquery가 Mainquery의 제공자 역할을 하고 Mainquery의 값이 Subquery에 주입되지 않는 유형은 무엇인가?,,,① Filter형 Subquery,Early Filter형 Subquery,Associative Subquery,Access Subquery,정답 : Access Subquery는 제공자 역할을 하는 서브쿼리이다.
다음의 SQL문에 대한 설명으로 올바른 것은?,,," 위의 SQL문 실행 결과는 A, 1 , 1 A가 조회된다.", UNION ALL을 사용해서 합집합을 만들고 중복을 제거한다., 위의 SQL문은 실행되지 않는다., 실행 결과로 아무것도 출력되지 않는다.,정답 :
"부서와 사원 테이블을 생성하는 SQL 문장을 수행한 후 튜플 삽입으로 두 테이블의 상태가 다음과 같을 때, 테이블 연산 수행에 대한 설명으로 올바르지 않은 것은?",https://cbt.youngjin.com/upload/sqld/132.png,," 부서 테이블에서 (2, ‘영업부’) 튜플을 삭제한다면 참조 무결성 제약조건을 위배한다."," 사원 테이블에 (13, ‘강감찬’, ‘A1’) 튜플을 삽입한다면 도메인 무결성 제약조건을 위배한다."," 사원 테이블에 (14, ‘김유신’, 0) 튜플을 삽입한다면 참조 무결성 제약조건을 위배한다."," 부서 테이블에 (1, ‘연구부’) 튜플을 삽입한다면 참조 무결성 제약조건을 위배한다.","정답 : 부서 테이블은 마스터 테이블이므로 사원 테이블에 없는 부서번호 등을 자유롭게 입력할 수 있다. 따라서 부서 테이블에 (1, ‘연구부’)을 입력하는 것은 참조 무결성 위배가 아니다."
Commit과 Rollback의 장점으로 적합하지 않은 것은 무엇인가?,,, 데이터 무결성을 보장한다., 영구적인 변경을 할 수 없게 한다., 영구적인 변경을 하기 전에 데이터의 변경 사항 확인이 가능하다., 논리적으로 연관된 작업을 그룹핑하여 처리 가능하다.,정답 : Commit과 Rollback의 장점•데이터 무결성 보장•영구적인 변경을 하기 전에 데이터의 변경 사항 확인 가능•논리적으로 연관된 작업을 그룹핑하여 처리 가능
다음 주어진 테이블에 대해서 아래와 같은 SQL문을 수행하였을 때 반환되는 ROW 값의 수는 무엇인가?,https://cbt.youngjin.com/upload/sqld/63.png,, 1, 2, 3, 4,"정답 : 주어진 SQL문에서 앞에 UNION 연산을 수행하면 1, 2, 3, 4, 5가 반환되고 이어서 minus를 수행하면 1, 3, 4, 5가 반환된다."
다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, SELECT문에 WHERE 조건이 없으므로 연산에 참여하는 총 행 수는 5개이다., DEPTNO 10의 합계는 3000이고 20의 합계는 500이다.," NVL(SAL, 0)문에서 NVL은 NULL에 대한 합계오류를 예방한다.", 부서별 합계를 계산할 때 NULL값을 만나면 0으로 치환한다.,정답 : 그룹 함수를 사용하는 경우 NULL값은 연산에서 제외된다. 그래서 NVL 함수를 사용하는 것은 합계오류 예방과는 전혀 관계가 없다.
다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, DATA 필드가 가질 수 있는 값의 범위는 0~3까지이다., SAL이 큰 순으로 조회된다., SAL의 값에 따라서 데이터를 4등분으로 분류해서 DATA 필드로 조회된다., SAL의 마지막 행은 급여가 가장 작은 사람이다.,정답 : NTILE(ARGUMENT) 윈도우 함수는 데이터를 ARGUMENT 값으로 N등분하는 함수이다. 위의 예처럼 NTILE(4)는 1부터 4까지 4등분한다.
".도서(도서번호, 도서제목, 출판사명, 발행연도) 테이블에서, 2000년 이후에 10권 이상의 책을 발행한 출판사의 이름을 중복 없이 출력하는 SQL문으로 옳은 것은? (단, 출판사명이 동일한 출판사는 존재하지 않는 것으로 가정한다. 도서번호는 도서 테이블의 기본키이다)",,, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000ORDER BY COUNT(도서번호) >= 10;, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000AND COUNT(도서번호) >= 10 GR-OUP BY 출판사명;, SELECT 출판사명 FROM 도서 WH-ERE COUNT(도서번호) >= 10GROUP BY 출판사명 HAVING 발행연도 >= 2000;, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000GROUP BY 출판사명 HAVING CO-UNT(도서번호) >= 10;,정답 : 문제에서 10권 이상 구매한 사람을 출력하기 위해서 “HAVING COUNT(도서번호)>=10”의 HAVING절을 추가하고 발행연도가 2000 이후 이므로 WHERE절에 “발행연도 >=2000”을 넣어야 한다. 또한 출판사명은 이름에 중복이 없어야 하므로 GROUP BY구로 “출판사명”을 추가하면 된다.
.식별자의 대체 여부에 따라 분류하는 방식은?,,, 본질 식별자 - 인조 식별자, 내부 식별자 - 외부 식별자, 주식별자 - 보조 식별자, 단일 식별자 - 복합 식별자,정답 : 식별자를 대체할 수 있는 성격에 따라 구분한 개념은 본질 식별자 - 인조 식별자이다.
.다음 주어진 테이블에서 아래와 같은 결괏값을 반환하도록 아래의 SQL문의 빈칸에 들어갈 올바른 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/68.png,, RANK(), NTILE(), ROW_NUMBER(), DENSE_RANK(),정답 : 결괏값에서 중복된 등수 2등 다음에 바로 다음 등수인 3이 왔으므로 빈칸에는 DENSE_RANK가 와야 한다.
